Transcript,Gene
TRINITY_DN35477_c0_g1_i20,FGGY
TRINITY_DN35477_c0_g1_i6,FGGY
TRINITY_DN3548_c0_g1_i4,CUED1
TRINITY_DN35483_c4_g1_i4,DTX3L
TRINITY_DN35484_c0_g1_i2,FA76B
TRINITY_DN35484_c0_g1_i3,FA76A
TRINITY_DN35484_c0_g1_i9,FA76B
TRINITY_DN3549_c0_g1_i3,CO9A1
TRINITY_DN3549_c0_g1_i9,CO9A1
TRINITY_DN35498_c0_g1_i13,RA51D
TRINITY_DN35498_c0_g1_i16,RA51D
TRINITY_DN355_c0_g1_i14,TPM1
TRINITY_DN355_c0_g1_i22,TPM
TRINITY_DN355_c0_g1_i23,TPM
TRINITY_DN355_c0_g1_i25,TPM1
TRINITY_DN355_c0_g1_i30,TPM
TRINITY_DN355_c0_g1_i35,TPM
TRINITY_DN355_c0_g1_i40,TPM
TRINITY_DN355_c0_g1_i41,TPM1
TRINITY_DN355_c0_g1_i43,TPM1
TRINITY_DN355_c0_g1_i44,TPM
TRINITY_DN355_c0_g1_i69,TPM
TRINITY_DN355_c0_g1_i71,TPM
TRINITY_DN3550_c0_g1_i2,CATR
TRINITY_DN3550_c0_g2_i6,CATR
TRINITY_DN3551_c3_g1_i10,WDR97
TRINITY_DN3551_c3_g1_i7,WDR97
TRINITY_DN35522_c0_g1_i23,OVCA2
TRINITY_DN35522_c0_g1_i8,OVCA2
TRINITY_DN35527_c0_g2_i1,BRN
TRINITY_DN3554_c1_g1_i21,MAOX
TRINITY_DN35547_c0_g1_i5,TRIO
TRINITY_DN35548_c0_g1_i7,RTBS
TRINITY_DN3555_c0_g1_i1,RIM2
TRINITY_DN3555_c0_g1_i10,RIM2
TRINITY_DN3555_c0_g1_i3,RIM2
TRINITY_DN35559_c0_g1_i1,PRR11
TRINITY_DN35578_c0_g1_i1,DBX1
TRINITY_DN356_c0_g1_i2,ANR66
TRINITY_DN356_c0_g1_i5,ANR66
TRINITY_DN35622_c0_g1_i2,XPO1
TRINITY_DN35622_c0_g1_i3,XPO1
TRINITY_DN3563_c1_g1_i10,HMGCL
TRINITY_DN3563_c2_g1_i6,Y8948
TRINITY_DN3563_c2_g1_i7,Y8948
TRINITY_DN3563_c3_g5_i2,ZBED1
TRINITY_DN3563_c3_g5_i3,ZBED1
TRINITY_DN3563_c3_g6_i2,TECT2
TRINITY_DN35638_c0_g1_i10,SOX
TRINITY_DN35638_c0_g1_i12,SOX
TRINITY_DN35638_c0_g1_i5,SOX
TRINITY_DN3564_c0_g1_i14,CTP5C
TRINITY_DN3564_c0_g1_i24,CTP5C
TRINITY_DN3565_c0_g1_i22,SYT7
TRINITY_DN3565_c0_g1_i23,SYT7
TRINITY_DN35657_c0_g1_i2,GNPI1
TRINITY_DN35657_c1_g1_i1,LONP2
TRINITY_DN35657_c1_g1_i3,LONP2
TRINITY_DN35657_c1_g1_i4,LONP2
TRINITY_DN35657_c1_g1_i5,LONP2
TRINITY_DN35659_c0_g1_i1,CASP8
TRINITY_DN35659_c0_g1_i5,CASP8
TRINITY_DN3566_c0_g1_i13,EHMT2
TRINITY_DN3566_c0_g1_i14,EHMT2
TRINITY_DN35660_c1_g3_i2,BRN
TRINITY_DN35666_c0_g1_i7,HS12B
TRINITY_DN3567_c0_g1_i17,CTTB2
TRINITY_DN3567_c0_g1_i3,CT2NL
TRINITY_DN3567_c0_g1_i4,CT2NL
TRINITY_DN35678_c0_g1_i6,POL4
TRINITY_DN3571_c0_g1_i15,KANK2
TRINITY_DN3571_c0_g1_i37,KANK1
TRINITY_DN3571_c0_g1_i38,KANK1
TRINITY_DN35716_c0_g1_i1,FGFR2
TRINITY_DN35716_c0_g1_i2,FGFR2
TRINITY_DN35716_c0_g1_i9,FGFR3
TRINITY_DN3574_c1_g1_i17,DTNA
TRINITY_DN3574_c1_g1_i2,DTNB
TRINITY_DN3574_c1_g1_i23,DTNB
TRINITY_DN3574_c6_g1_i4,CRADD
TRINITY_DN35758_c0_g1_i16,CERS6
TRINITY_DN3576_c2_g1_i6,DCAF6
TRINITY_DN35767_c0_g1_i13,PHF24
TRINITY_DN35772_c1_g2_i4,WLS
TRINITY_DN3578_c5_g1_i1,ACTP1
TRINITY_DN35780_c0_g1_i10,P4K2A
TRINITY_DN35780_c0_g1_i2,P4K2B
TRINITY_DN3579_c0_g1_i18,PSMD4
TRINITY_DN35795_c0_g2_i1,GIMA4
TRINITY_DN3583_c0_g1_i12,APRA
TRINITY_DN3583_c0_g1_i3,APRA
TRINITY_DN3583_c0_g1_i9,APRA
TRINITY_DN35837_c0_g1_i4,PO21
TRINITY_DN35837_c0_g1_i6,PO21
TRINITY_DN3585_c1_g1_i14,DUS2L
TRINITY_DN3585_c1_g1_i68,DUS2L
TRINITY_DN3585_c1_g1_i70,DUS2L
TRINITY_DN3585_c1_g1_i82,DUS2L
TRINITY_DN35853_c0_g1_i2,V1AR
TRINITY_DN35853_c0_g1_i9,V1AR
TRINITY_DN3587_c0_g1_i1,HS12A
TRINITY_DN3587_c0_g1_i5,HS12A
TRINITY_DN3587_c1_g1_i13,HS12B
TRINITY_DN3587_c1_g1_i8,HS12B
TRINITY_DN35890_c1_g1_i1,NYNRI
TRINITY_DN3590_c0_g1_i18,ZAR1
TRINITY_DN3590_c0_g1_i35,ZAR1
TRINITY_DN3591_c1_g1_i13,CEP57
TRINITY_DN35917_c0_g1_i2,TRPV4
TRINITY_DN3592_c0_g1_i2,KDM2A
TRINITY_DN35926_c0_g1_i3,IF6
TRINITY_DN3593_c0_g1_i13,RG190
TRINITY_DN3593_c0_g1_i19,RHG05
TRINITY_DN3593_c0_g1_i5,RG190
TRINITY_DN3593_c0_g1_i6,RG190
TRINITY_DN35938_c0_g1_i2,CLVS1
TRINITY_DN35938_c0_g1_i9,CLVS1
TRINITY_DN35942_c0_g1_i7,G6PE
TRINITY_DN35943_c0_g1_i17,NOS2
TRINITY_DN35943_c0_g1_i7,NOS2
TRINITY_DN35949_c0_g1_i7,CAH14
TRINITY_DN3595_c0_g1_i7,WFS1
TRINITY_DN3595_c0_g1_i8,WFS1
TRINITY_DN35972_c0_g1_i1,DYST
TRINITY_DN3599_c0_g1_i2,C1QL3
TRINITY_DN36_c0_g4_i1,VATA
TRINITY_DN36001_c0_g1_i3,OPN3
TRINITY_DN3601_c0_g1_i2,RN145
TRINITY_DN3601_c0_g1_i5,RN145
TRINITY_DN3602_c2_g1_i10,PARP9
TRINITY_DN3602_c2_g1_i5,Y1252
TRINITY_DN36025_c0_g2_i3,FBLN2
TRINITY_DN3604_c0_g1_i10,PRRCA
TRINITY_DN3604_c0_g1_i2,PRRCA
TRINITY_DN3607_c1_g1_i2,RELD1
TRINITY_DN3607_c1_g1_i4,DFP11
TRINITY_DN36073_c0_g1_i15,FUT10
TRINITY_DN361_c2_g1_i11,CBY1
TRINITY_DN361_c2_g1_i37,CBY1
TRINITY_DN361_c26_g1_i5,RBBP4
TRINITY_DN361_c26_g1_i7,RBBP4
TRINITY_DN36105_c0_g1_i49,S4A10
TRINITY_DN36105_c0_g1_i55,S4A10
TRINITY_DN3611_c1_g1_i8,ARI2
TRINITY_DN3612_c0_g1_i6,TRAF3
TRINITY_DN3612_c0_g1_i9,TRAF3
TRINITY_DN3613_c0_g2_i15,MATN1
TRINITY_DN3613_c0_g2_i5,CO6A5
TRINITY_DN36139_c2_g1_i6,TLH1
TRINITY_DN3614_c0_g1_i8,TFDP2
TRINITY_DN36141_c0_g1_i1,SORT
TRINITY_DN36142_c1_g1_i2,POL3
TRINITY_DN3615_c0_g1_i3,STYL1
TRINITY_DN3615_c0_g2_i1,AGRG6
TRINITY_DN36156_c0_g1_i2,PTPRA
TRINITY_DN36168_c0_g1_i2,BHMT1
TRINITY_DN36168_c0_g1_i3,BHMT1
TRINITY_DN3617_c0_g1_i2,HPS5
TRINITY_DN3617_c0_g1_i25,HPS5
TRINITY_DN3617_c0_g1_i4,HPS5
TRINITY_DN36173_c0_g1_i4,NWD1
TRINITY_DN3618_c0_g1_i9,PSMF1
TRINITY_DN3620_c0_g2_i1,UTR7
TRINITY_DN3620_c0_g2_i7,UTR7
TRINITY_DN36205_c0_g1_i1,CASP7
TRINITY_DN36206_c0_g1_i2,VF232
TRINITY_DN36229_c0_g1_i3,GDIB
TRINITY_DN36232_c1_g4_i1,SING
TRINITY_DN3625_c0_g1_i3,S38A9
TRINITY_DN3625_c0_g1_i4,UBCD1
TRINITY_DN3625_c0_g1_i5,S38A9
TRINITY_DN3625_c0_g1_i6,S38A9
TRINITY_DN36253_c0_g1_i8,ABT1
TRINITY_DN36258_c0_g1_i1,CASP7
TRINITY_DN3626_c1_g1_i4,PARP4
TRINITY_DN3626_c1_g1_i6,PARP4
TRINITY_DN3626_c1_g1_i9,PARP4
TRINITY_DN3627_c0_g1_i7,DYT2B
TRINITY_DN36272_c0_g1_i3,HMCN1
TRINITY_DN3628_c2_g1_i19,RL9
TRINITY_DN3628_c2_g1_i6,RL9
TRINITY_DN3629_c0_g1_i11,SPE39
TRINITY_DN3629_c0_g1_i12,SPE39
TRINITY_DN3629_c0_g1_i13,SPE39
TRINITY_DN3629_c0_g1_i14,SPE39
TRINITY_DN3629_c0_g1_i15,SPE39
TRINITY_DN3629_c0_g1_i18,SPE39
TRINITY_DN3629_c0_g1_i2,SPE39
TRINITY_DN3629_c0_g1_i21,SPE39
TRINITY_DN3629_c0_g1_i8,SPE39
TRINITY_DN3629_c1_g1_i3,FABP4
TRINITY_DN3630_c0_g1_i45,OPA1
TRINITY_DN3630_c0_g1_i46,OPA1
TRINITY_DN3631_c0_g1_i13,IMPTA
TRINITY_DN3631_c0_g1_i2,IMPCT
TRINITY_DN3631_c0_g1_i3,IMPCT
TRINITY_DN3631_c0_g1_i9,IMPTA
TRINITY_DN3632_c0_g1_i5,KAD8
TRINITY_DN36337_c1_g1_i1,IFI44
TRINITY_DN36337_c1_g1_i2,IFI44
TRINITY_DN36360_c0_g1_i14,MESH1
TRINITY_DN3637_c10_g1_i14,PPID
TRINITY_DN3637_c11_g1_i2,TRIO
TRINITY_DN3637_c2_g2_i1,DYH8
TRINITY_DN3637_c26_g2_i1,DER
TRINITY_DN3637_c3_g1_i1,PICK1
TRINITY_DN36371_c0_g1_i1,DUS10
TRINITY_DN36371_c0_g1_i2,DUS10
TRINITY_DN36371_c0_g1_i5,DUS10
TRINITY_DN36371_c0_g1_i6,DUS10
TRINITY_DN36371_c0_g1_i7,DUS10
TRINITY_DN36374_c0_g1_i15,ANR61
TRINITY_DN3638_c0_g1_i13,RS11
TRINITY_DN3638_c0_g1_i6,RS11
TRINITY_DN36384_c0_g2_i1,URIC
TRINITY_DN36386_c0_g1_i2,CP2E1
TRINITY_DN3639_c5_g1_i15,RN145
TRINITY_DN36397_c0_g1_i10,GTDC1
TRINITY_DN36397_c0_g1_i12,GTDC1
TRINITY_DN36397_c0_g1_i16,GTDC1
TRINITY_DN36397_c0_g1_i17,GTDC1
TRINITY_DN36401_c0_g1_i8,ZNFX1
TRINITY_DN36401_c0_g2_i2,ZNFX1
TRINITY_DN36404_c0_g1_i1,PXYP1
TRINITY_DN36406_c0_g1_i15,GLDN
TRINITY_DN3641_c0_g1_i15,NOTC4
TRINITY_DN36435_c0_g1_i1,KCY1
TRINITY_DN36439_c0_g1_i1,PI16
TRINITY_DN36439_c0_g1_i5,PI16
TRINITY_DN36439_c0_g1_i6,PI16
TRINITY_DN3644_c2_g1_i1,ACHA3
TRINITY_DN36457_c0_g1_i2,GST1
TRINITY_DN36457_c0_g1_i3,GST5
TRINITY_DN36459_c0_g1_i1,HEPH
TRINITY_DN3646_c1_g1_i4,DYHC2
TRINITY_DN3646_c1_g1_i7,DYHC2
TRINITY_DN3646_c6_g1_i1,DYH6
TRINITY_DN36462_c0_g1_i8,TLR6
TRINITY_DN3647_c0_g1_i22,KPCD
TRINITY_DN3647_c0_g1_i24,KPCD
TRINITY_DN3647_c0_g1_i26,KPCD
TRINITY_DN3647_c1_g1_i2,GRIA2
TRINITY_DN3647_c1_g1_i5,GRIK5
TRINITY_DN3647_c1_g1_i7,GRIK3
TRINITY_DN36474_c1_g1_i1,SYS1
TRINITY_DN3648_c1_g1_i9,AATC
TRINITY_DN3648_c2_g1_i7,SHIP2
TRINITY_DN36484_c0_g1_i3,WDHD1
TRINITY_DN36493_c0_g2_i2,POL5
TRINITY_DN36493_c0_g2_i7,POL5
TRINITY_DN365_c0_g1_i1,MICU1
TRINITY_DN365_c0_g1_i10,MICU1
TRINITY_DN365_c0_g1_i19,MICU1
TRINITY_DN365_c0_g1_i20,MICU1
TRINITY_DN365_c0_g1_i23,MICU1
TRINITY_DN365_c0_g1_i26,MICU1
TRINITY_DN36512_c0_g1_i2,AP3M2
TRINITY_DN36518_c0_g1_i1,CTRL
TRINITY_DN3652_c0_g1_i4,CC175
TRINITY_DN3654_c0_g1_i3,KCTD3
TRINITY_DN3654_c0_g1_i6,KCTD3
TRINITY_DN36540_c0_g1_i1,MFGM
TRINITY_DN36540_c0_g1_i15,MFGM
TRINITY_DN36540_c0_g1_i5,MFGM
TRINITY_DN36546_c1_g1_i5,PSTK
TRINITY_DN3655_c0_g1_i9,TRIM2
TRINITY_DN36555_c0_g1_i12,DYL5B
TRINITY_DN36555_c0_g1_i4,DYL5B
TRINITY_DN36556_c0_g1_i2,G3ST1
TRINITY_DN3657_c2_g2_i2,D19L3
TRINITY_DN3658_c0_g1_i5,BBX
TRINITY_DN3659_c0_g1_i12,MPV17
TRINITY_DN3659_c0_g1_i18,MPV17
TRINITY_DN3659_c0_g1_i3,MPV17
TRINITY_DN366_c3_g1_i15,ROCO8
TRINITY_DN366_c3_g1_i18,ROCO8
TRINITY_DN366_c3_g1_i8,ROCO8
TRINITY_DN3661_c0_g1_i7,RASA1
TRINITY_DN3661_c1_g1_i15,OAZ2
TRINITY_DN36619_c0_g1_i6,EFL1
TRINITY_DN36619_c0_g1_i9,EFL1
TRINITY_DN3662_c0_g1_i13,TOR1A
TRINITY_DN3662_c0_g1_i4,TOR1A
TRINITY_DN3662_c0_g1_i5,TOR1A
TRINITY_DN3665_c0_g1_i4,FAT1
TRINITY_DN36657_c0_g1_i11,TRIMR
TRINITY_DN36657_c0_g1_i17,TRIMR
TRINITY_DN36657_c0_g1_i19,TRIMR
TRINITY_DN36657_c0_g1_i20,PNDC1
TRINITY_DN36657_c0_g1_i21,TRIMR
TRINITY_DN36657_c0_g1_i5,TRIMR
TRINITY_DN3668_c0_g2_i3,SRRM1
TRINITY_DN3669_c5_g1_i6,TGFA1
TRINITY_DN367_c0_g1_i12,UFC1
TRINITY_DN3671_c0_g1_i19,HINT2
TRINITY_DN3671_c0_g1_i5,HINT2
TRINITY_DN36718_c0_g1_i1,DRG1
TRINITY_DN3675_c1_g1_i7,OAS1
TRINITY_DN36765_c0_g1_i1,SACS
TRINITY_DN3679_c0_g1_i8,COPA
TRINITY_DN368_c0_g1_i8,PP1A
TRINITY_DN368_c0_g2_i1,PP1B
TRINITY_DN368_c1_g1_i13,SMAD1
TRINITY_DN3680_c0_g1_i4,SPAG6
TRINITY_DN36804_c0_g1_i5,S5A1
TRINITY_DN36804_c0_g1_i7,S5A1
TRINITY_DN3681_c0_g1_i11,DSRAD
TRINITY_DN36833_c0_g1_i3,BIRC7
TRINITY_DN36833_c0_g1_i6,BIRC7
TRINITY_DN36846_c0_g1_i1,ST1C2
TRINITY_DN36846_c0_g1_i7,ST1B1
TRINITY_DN3685_c0_g1_i10,TOLIP
TRINITY_DN3685_c2_g1_i2,AOX
TRINITY_DN3686_c0_g1_i16,FOXN3
TRINITY_DN3686_c0_g1_i26,FOXN3
TRINITY_DN3687_c0_g1_i3,JMJD7
TRINITY_DN3687_c0_g1_i5,JMJD7
TRINITY_DN3688_c1_g1_i14,ACINU
TRINITY_DN3688_c1_g1_i15,ACINU
TRINITY_DN3689_c1_g1_i1,PTPRK
TRINITY_DN369_c0_g1_i12,DHGL
TRINITY_DN369_c0_g1_i14,DHGL
TRINITY_DN369_c0_g1_i5,DHGL
TRINITY_DN369_c0_g1_i7,DHGL
TRINITY_DN369_c0_g1_i9,DHGL
TRINITY_DN3691_c0_g1_i6,GRM
TRINITY_DN3692_c0_g1_i28,ARPC4
TRINITY_DN3692_c0_g2_i4,ARPC4
TRINITY_DN36923_c0_g1_i1,JIP4
TRINITY_DN36923_c0_g1_i21,JIP4
TRINITY_DN36923_c0_g1_i29,JIP4
TRINITY_DN36923_c0_g1_i33,JIP4
TRINITY_DN36923_c0_g1_i37,JIP4
TRINITY_DN36923_c0_g1_i41,JIP4
TRINITY_DN36923_c0_g1_i42,JIP4
TRINITY_DN36923_c0_g1_i45,JIP4
TRINITY_DN36923_c0_g1_i64,JIP4
TRINITY_DN36928_c1_g1_i14,PE2R4
TRINITY_DN36928_c1_g1_i8,PE2R4
TRINITY_DN3693_c9_g2_i13,2ABA
TRINITY_DN36931_c0_g2_i1,PSB1
TRINITY_DN36931_c0_g2_i3,PSB1
TRINITY_DN3694_c0_g1_i5,AMPB
TRINITY_DN3697_c10_g2_i10,SENP8
TRINITY_DN3697_c10_g2_i7,SENP8
TRINITY_DN3697_c15_g1_i8,ODAD3
TRINITY_DN3697_c3_g1_i4,PAB2B
TRINITY_DN3697_c4_g1_i10,ARG33
TRINITY_DN3697_c4_g1_i4,ARG33
TRINITY_DN3697_c6_g1_i6,BRI3
TRINITY_DN36978_c0_g1_i1,HHEX
TRINITY_DN36982_c0_g1_i2,AGRL3
TRINITY_DN36996_c0_g1_i3,TPC
TRINITY_DN37_c0_g1_i1,SRSF6
TRINITY_DN37_c0_g1_i2,SRSF4
TRINITY_DN37_c0_g1_i4,SRSF6
TRINITY_DN37_c0_g1_i5,SRSF4
TRINITY_DN37_c0_g1_i7,SRSF4
TRINITY_DN37_c0_g1_i9,SRSF4
TRINITY_DN3700_c0_g2_i2,AMPE
TRINITY_DN37030_c0_g1_i2,PLPR5
TRINITY_DN37030_c0_g2_i1,K1958
TRINITY_DN37031_c0_g1_i12,ABCG8
TRINITY_DN37034_c0_g1_i2,KCNK9
TRINITY_DN37035_c0_g1_i1,GIMA4
TRINITY_DN37040_c0_g1_i1,ABRX1
TRINITY_DN37057_c0_g2_i2,DHGL
TRINITY_DN37058_c1_g1_i4,KELC
TRINITY_DN37072_c0_g1_i6,PO21
TRINITY_DN37088_c0_g1_i1,GPA33
TRINITY_DN37089_c0_g2_i2,RTBS
TRINITY_DN3709_c0_g1_i18,TEC
TRINITY_DN3709_c1_g1_i24,HOT
TRINITY_DN371_c0_g1_i3,ZAN
TRINITY_DN37133_c0_g1_i11,DPOG1
TRINITY_DN37133_c0_g1_i14,DPOG1
TRINITY_DN37141_c0_g1_i2,KLH24
TRINITY_DN37141_c0_g1_i4,KLH24
TRINITY_DN3715_c1_g1_i5,USF
TRINITY_DN3715_c1_g1_i6,USF
TRINITY_DN3715_c3_g1_i10,CADN
TRINITY_DN3717_c0_g1_i15,CBPC5
TRINITY_DN3717_c0_g1_i36,CBPC5
TRINITY_DN37170_c0_g1_i1,PTGR1
TRINITY_DN37170_c0_g1_i20,PTGR1
TRINITY_DN37170_c0_g1_i4,PTGR1
TRINITY_DN37170_c0_g1_i6,PTGR1
TRINITY_DN37186_c0_g1_i20,RGS20
TRINITY_DN37186_c0_g1_i27,RGS20
TRINITY_DN3719_c0_g1_i15,CE41B
TRINITY_DN3719_c0_g1_i2,CE41B
TRINITY_DN3719_c0_g1_i9,CE41B
TRINITY_DN372_c0_g1_i19,BAG6
TRINITY_DN372_c0_g1_i7,BAG6
TRINITY_DN372_c1_g1_i3,SRRT
TRINITY_DN372_c2_g1_i10,YPD1
TRINITY_DN372_c2_g1_i2,YPD1
TRINITY_DN372_c2_g1_i5,YPD1
TRINITY_DN37209_c0_g1_i1,RHES
TRINITY_DN3721_c0_g1_i13,HEAT9
TRINITY_DN3721_c0_g1_i19,HEAT9
TRINITY_DN3721_c0_g1_i2,HEAT9
TRINITY_DN3722_c0_g1_i10,HS12B
TRINITY_DN3722_c0_g1_i13,HS12B
TRINITY_DN3722_c0_g1_i32,HS12B
TRINITY_DN3724_c0_g1_i17,TSP1
TRINITY_DN3724_c0_g1_i21,TSP1
TRINITY_DN3724_c0_g1_i5,TSP1
TRINITY_DN37242_c0_g1_i6,YD286
TRINITY_DN3727_c0_g2_i1,APOA
TRINITY_DN37278_c0_g1_i3,SPC1L
TRINITY_DN37280_c0_g1_i1,CNFNA
TRINITY_DN373_c0_g2_i7,CATF
TRINITY_DN373_c2_g1_i10,PLCL
TRINITY_DN373_c2_g1_i16,LHPL6
TRINITY_DN373_c2_g1_i5,PLCL
TRINITY_DN37304_c0_g1_i2,KCTD7
TRINITY_DN37304_c0_g1_i3,KCTD7
TRINITY_DN37304_c0_g1_i4,KCTD7
TRINITY_DN37314_c0_g1_i1,DDRGK
TRINITY_DN37319_c0_g1_i1,IRAK4
TRINITY_DN37343_c0_g1_i1,CPED1
TRINITY_DN37356_c0_g1_i1,CDC42
TRINITY_DN37356_c0_g1_i6,RHOV
TRINITY_DN37356_c0_g1_i7,CDC42
TRINITY_DN37356_c0_g1_i8,GALM
TRINITY_DN37367_c0_g1_i10,DYLT4
TRINITY_DN37367_c0_g1_i13,DYLT4
TRINITY_DN37373_c0_g1_i6,TLR3
TRINITY_DN37375_c0_g1_i8,DNLI3
TRINITY_DN3738_c0_g1_i1,CALM
TRINITY_DN37381_c0_g1_i3,LEXM
TRINITY_DN37382_c1_g1_i2,U1SBP
TRINITY_DN37387_c0_g1_i2,GRIK2
TRINITY_DN3739_c0_g1_i5,SSRP1
TRINITY_DN374_c0_g2_i15,TRI59
TRINITY_DN374_c0_g2_i9,TRI59
TRINITY_DN3740_c0_g1_i1,P85A
TRINITY_DN3741_c0_g1_i1,CTL4
TRINITY_DN3741_c0_g1_i6,CTL2
TRINITY_DN3742_c0_g1_i5,M21D2
TRINITY_DN3744_c0_g1_i1,YTDC2
TRINITY_DN3744_c0_g1_i3,YTDC2
TRINITY_DN3745_c0_g1_i28,NINL
TRINITY_DN3745_c0_g1_i30,NINL
TRINITY_DN3745_c0_g1_i46,NINL
TRINITY_DN3745_c0_g1_i5,NINL
TRINITY_DN3746_c0_g1_i12,CAP1
TRINITY_DN37460_c0_g1_i4,SMDL
TRINITY_DN37460_c0_g1_i6,LSM11
TRINITY_DN3747_c0_g1_i16,STAN
TRINITY_DN3747_c0_g1_i20,STAN
TRINITY_DN3747_c0_g1_i22,FAT
TRINITY_DN3748_c0_g1_i11,PCDH9
TRINITY_DN3748_c0_g1_i7,NNRD
TRINITY_DN37484_c0_g1_i8,PAR15
TRINITY_DN3749_c0_g1_i14,PHS
TRINITY_DN3749_c0_g1_i15,PHS
TRINITY_DN3749_c0_g1_i2,PHS
TRINITY_DN3749_c0_g1_i24,PHS
TRINITY_DN375_c1_g1_i10,WASF2
TRINITY_DN375_c12_g1_i7,CERS5
TRINITY_DN3751_c3_g1_i1,RIPL1
TRINITY_DN3752_c0_g1_i1,RGS12
TRINITY_DN3752_c0_g1_i6,RGS12
TRINITY_DN3752_c0_g1_i7,RGS12
TRINITY_DN3752_c0_g1_i8,RGS12
TRINITY_DN37526_c0_g1_i3,ZCH10
TRINITY_DN3753_c1_g1_i1,FACR1
TRINITY_DN3754_c1_g2_i3,ANPRB
TRINITY_DN37551_c0_g1_i6,IGF1R
TRINITY_DN37557_c0_g1_i2,RTBS
TRINITY_DN3757_c0_g1_i1,CDC5L
TRINITY_DN3757_c0_g1_i29,CDC5L
TRINITY_DN3757_c0_g1_i30,CDC5L
TRINITY_DN3757_c0_g1_i41,CDC5L
TRINITY_DN3757_c0_g1_i9,CDC5L
TRINITY_DN37574_c0_g1_i11,TJAP1
TRINITY_DN37574_c0_g1_i17,TJAP1
TRINITY_DN37595_c0_g1_i6,FA89A
TRINITY_DN376_c0_g1_i13,CACB2
TRINITY_DN3760_c0_g1_i8,FAT
TRINITY_DN37600_c0_g1_i2,RTBS
TRINITY_DN37609_c0_g1_i1,WDR17
TRINITY_DN3761_c0_g2_i13,CAN
TRINITY_DN37617_c1_g1_i2,TENR
TRINITY_DN37624_c0_g2_i4,NPC2
TRINITY_DN3763_c0_g1_i1,PCGF3
TRINITY_DN37635_c0_g2_i1,PAG15
TRINITY_DN3766_c0_g1_i10,PKHH2
TRINITY_DN3766_c0_g1_i22,PKHH2
TRINITY_DN3766_c0_g1_i4,PKHH2
TRINITY_DN3766_c0_g1_i8,PKHH2
TRINITY_DN37664_c0_g1_i1,TPIS
TRINITY_DN3767_c0_g1_i2,EXOS7
TRINITY_DN37672_c0_g1_i1,GRM1
TRINITY_DN3768_c0_g1_i2,PP4C
TRINITY_DN377_c0_g1_i27,GPT11
TRINITY_DN377_c0_g1_i29,GPT11
TRINITY_DN377_c0_g1_i31,GPT11
TRINITY_DN377_c1_g1_i2,FYN
TRINITY_DN37705_c0_g1_i22,ZN423
TRINITY_DN3771_c0_g1_i10,LIPT
TRINITY_DN3771_c0_g1_i12,LIPT
TRINITY_DN3771_c0_g1_i5,LIPT
TRINITY_DN3771_c5_g1_i3,TF212
TRINITY_DN37732_c0_g1_i2,KLDC3
TRINITY_DN37735_c0_g2_i2,ARMC1
TRINITY_DN3774_c0_g1_i1,SCFD1
TRINITY_DN37741_c0_g2_i2,PTAR1
TRINITY_DN37741_c0_g2_i8,PTAR1
TRINITY_DN37748_c0_g1_i1,KCTD7
TRINITY_DN3775_c0_g1_i7,KI13A
TRINITY_DN37752_c0_g1_i18,NTCP7
TRINITY_DN37752_c0_g1_i23,NTCP7
TRINITY_DN37752_c0_g1_i29,NTCP7
TRINITY_DN37769_c0_g1_i10,SAP3
TRINITY_DN37773_c0_g1_i6,PK1L2
TRINITY_DN3778_c0_g1_i7,BTB6B
TRINITY_DN37785_c0_g1_i1,MTX3
TRINITY_DN37787_c0_g1_i17,LIN1
TRINITY_DN37795_c0_g1_i11,TTC12
TRINITY_DN378_c1_g1_i1,NDUA6
TRINITY_DN378_c2_g1_i13,FUCM
TRINITY_DN378_c2_g1_i4,FUCM
TRINITY_DN3780_c0_g1_i14,HARB1
TRINITY_DN37813_c6_g1_i1,GVIN1
TRINITY_DN37820_c0_g1_i4,CASP6
TRINITY_DN37820_c0_g1_i7,CASP6
TRINITY_DN37832_c1_g1_i2,GRD2I
TRINITY_DN37841_c0_g1_i15,TRPM3
TRINITY_DN37841_c0_g1_i27,TRPM2
TRINITY_DN37841_c0_g1_i3,TRPM2
TRINITY_DN3786_c0_g1_i1,PLXA4
TRINITY_DN3786_c0_g1_i2,PLXA4
TRINITY_DN3786_c0_g1_i7,PLXA4
TRINITY_DN3786_c0_g1_i9,PLXA4
TRINITY_DN37867_c0_g1_i3,RCC1
TRINITY_DN3787_c0_g1_i45,HPPD
TRINITY_DN3787_c0_g1_i5,PO4F3
TRINITY_DN3787_c0_g1_i52,HPPD
TRINITY_DN3787_c0_g1_i9,PO4F3
TRINITY_DN379_c10_g1_i5,NALD2
TRINITY_DN379_c22_g1_i1,SERB
TRINITY_DN379_c7_g1_i6,VGLL4
TRINITY_DN3790_c0_g1_i14,PRAF1
TRINITY_DN3790_c0_g1_i16,PRAF1
TRINITY_DN3790_c0_g1_i18,PRAF1
TRINITY_DN3791_c0_g2_i15,F174A
TRINITY_DN37910_c0_g1_i15,5NTD
TRINITY_DN37910_c0_g1_i16,5NTD
TRINITY_DN37914_c0_g1_i1,AP4M1
TRINITY_DN37918_c0_g1_i5,PGBD4
TRINITY_DN37918_c0_g1_i8,PGBD4
TRINITY_DN37920_c0_g1_i14,DHDH
TRINITY_DN37920_c0_g1_i3,DHDH
TRINITY_DN37933_c0_g1_i3,ABHD3
